source,title,company,location,contract_type,sector,experience,education,salary,description,skills_raw,url,posted_date,scraped_at
emploi_ma,Stagiaire Développeur IA - Casablanca,IZIRY,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,Stage,Secteur d´activité,"Etudiant, jeune diplômé et plus","Bac+3, Bac+4 - Bac+5 et plus",N/A,"Société dynamique basée à Casablanca, nous digitalisons nos processus métier pour soutenir notre croissance. Nous recherchons un(e) Stagiaire Développeur(se) motivé(e) par l'intégration de technologies d'intelligence artificielle dans des applications concrètes. Missions Développement applicatif : Concevoir et développer des fonctionnalités basées sur l'intelligence artificielle. Intégration d'APIs : Implémenter des services d'IA (LLMs, Vision par ordinateur, Speech-to-text) au sein de nos systèmes existants. Optimisation : Améliorer les scripts et les algorithmes pour garantir la fluidité des outils déployés. Prototypage : Créer des Proof of Concept (PoC) pour répondre à des besoins d'automatisation technique.",Communication - Marketing - Vente,https://www.emploi.ma/offre-emploi-maroc/stagiaire-developpeur-ia-casablanca-9318976,2026-04-18,2026-04-19T22:48:31.130088
emploi_ma,Ingénieur Senior Fluides (H/F) Chef de Projets - Rabat,INNOV ENGINEERING CONSULTING,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,N/A,"Nous sommes à la recherche d'un Ingénieur Senior Fluides (H/F) Chef de Projets. Missions principales : Concevoir et dimensionner les installations techniques (CVC, plomberie, désenfumage, fluides spéciaux). Réaliser les études techniques (APS, APD, EXE) et les notes de calcul. Assurer le suivi des travaux et la conformité des installations sur chantier. Coordonner avec les équipes internes (structure, électricité, architecture) et les intervenants externes. Participer aux réunions de chantier et assurer le reporting d’avancement. Veiller au respect des normes et réglementations en vigueur.",Architecture - AUTOCAD - Désenfumage - Génie Climatique - Plomberie - REVIT,https://www.emploi.ma/offre-emploi-maroc/ingenieur-senior-fluides-hf-chef-projets-rabat-9318982,2026-04-18,2026-04-19T22:48:40.156476
emploi_ma,Technicien Électricité – Bâtiments Durables (H/F) - Rabat,INNOV ENGINEERING CONSULTING,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"Nous sommes à la recherche d'un Technicien Électricité – Bâtiments Durables (H/F). Missions principales : Réaliser les études techniques en électricité (courants forts et faibles) pour des projets de bâtiments durables Élaborer les plans, schémas électriques et notes de calcul Participer au dimensionnement des installations électriques (éclairage, distribution, sécurité…) Assurer la conformité aux normes en vigueur (NF, HQE, etc.) Collaborer avec les ingénieurs et les autres corps d’état (CVC, structure…) Suivre les projets en phase d’exécution et proposer des optimisations techniques",AUTOCAD - DIALUX - Dimensionnement - Éclairage,https://www.emploi.ma/offre-emploi-maroc/technicien-electricite-batiments-durables-hf-rabat-9318989,2026-04-18,2026-04-19T22:48:49.349677
emploi_ma,Ingénieur Biomédical  - Rabat,INNOV ENGINEERING CONSULTING,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,N/A,"Nous sommes à la recherche d'un Ingénieur Biomédical . Missions principales : Assurer l’installation, la maintenance et le suivi des équipements biomédicaux Diagnostiquer les pannes et proposer des solutions techniques adaptées Veiller à la conformité et à la sécurité des dispositifs médicaux Participer à la gestion du parc d’équipements (inventaire, renouvellement, optimisation) Former le personnel médical à l’utilisation des équipements Collaborer avec les fournisseurs et prestataires techniques",Laboratoire - Santé,https://www.emploi.ma/offre-emploi-maroc/ingenieur-biomedical-rabat-9318992,2026-04-18,2026-04-19T22:48:58.748333
emploi_ma,Responsable Commercial et Relation Entreprises  - Casablanca,CALLIOPE,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,"Nous recherchons un(e) Responsable Commercial et Relation Entreprises enthousiaste et engagé dans le secteur de la formation et de l'éducation. Votre mission consistera à développer notre clientèle et à mettre en avant nos solutions de formation sur mesure, répondant aux besoins spécifiques des entreprises et des institutions. Missions principales : Concevoir et mettre en œuvre une stratégie commerciale pour valoriser nos programmes de formation. Cultiver des relations durables avec les clients et veiller à leur satisfaction. Organiser des réunions de suivi pour recueillir des retours et adapter notre offre. Collaborer avec l’équipe marketing pour créer des campagnes percutantes. Suivre et analyser les performances commerciales à l’aide d’indicateurs clés. Préparer des rapports d’activité réguliers à destination de la direction.",Actions Commerciales - Développement Commercial - Gestion Commerciale - Négociation - Prospection - Stratégie Commerciale - Vente,https://www.emploi.ma/offre-emploi-maroc/responsable-commercial-relation-entreprises-casablanca-9319277,2026-04-18,2026-04-19T22:49:08.701247
emploi_ma,Comptable Fournisseur - Casablanca,AYA GOLD AND SILVER,Casablanca-Mohammedia,CDI,Secteur d´activité,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,N/A,"Nous sommes à la recherche d'un Comptable Fournisseur. Missions : 1. Traitement des factures fournisseurs Réception et vérification des factures (conformité, mentions légales) Rapprochement facture – bon de commande – bon de réception/attachement Saisie comptable des factures (achats, services, immobilisations) Gestion des écarts (quantité, prix, qualité) 2. Gestion des fournisseurs Création et mise à jour du référentiel fournisseurs Vérification des coordonnées bancaires Suivi des contrats fournisseurs Communication avec les fournisseurs 3. Gestion des paiements Préparation des paiements (virements, chèques …) Respect des échéances contractuelles Suivi des acomptes et avances fournisseurs 4. Clôture comptable Identification et comptabilisation des FNP (factures non parvenues) Justification des comptes fournisseurs et analyse des soldes Participation aux arrêtés mensuels et annuels 5. Contrôle interne et conformité Application des procédures internes (validation, workflow) Archivage des pièces justificatives Participation aux audits (internes / externes) Contrôle de la conformité fiscale (TVA, retenues à la source)",Comptabilité - Finance - Gestion - Gestion des Factures - Gestion des Fournisseurs,https://www.emploi.ma/offre-emploi-maroc/comptable-fournisseur-casablanca-9319346,2026-04-18,2026-04-19T22:49:17.810955
emploi_ma,Pharmacien(ne) Chargé(e) des Affaires Réglementaires  - Aïn El Aouda,AMANYS PHARMA,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,"Poste : Nous sommes à la recherche d'un(e) Pharmacien(ne) Chargé(e) des Affaires Réglementaires. En tant que Pharmacien(ne) Chargé(e) des Affaires Réglementaires, vous rapporterez à la Directrice Affaires Réglementaires et Pharmacovigilance, et vos principales missions seront de : Gérer votre portefeuille de produits afin de réaliser vos objectifs, Constituer les dossiers d’AMM, Assurer le suivi des dossiers d’AMM, Constituer les dossiers de maintenance post AMM, Assurer le suivi des dossiers de maintenance post AMM, Contrôler la conformité réglementaire de la publicité, Réaliser une veille réglementaire, Élaborer, valider et diffuser les textes réglementaires relatifs aux articles de conditionnement, Élaborer, valider et diffuser les textes réglementaires relatifs aux mentions légales, Assurer la mise à jour des bases de données, Assurer l’archivage des dossiers d’AMM, Participer à la préparation des dossiers de fixation et d’homologation des prix, Participer à la préparation des dossiers de demande d’inscription des médicaments sur la liste des médicaments remboursables, Préparer et déposer les PSURs.",Assurance Qualité - Homologation - Maintenance - Pharmacovigilance - Production - Qualité - Santé,https://www.emploi.ma/offre-emploi-maroc/pharmacienne-chargee-affaires-reglementaires-ain-el-aouda-9331590,2026-04-17,2026-04-19T22:49:26.271358
emploi_ma,Ingénieur Système D’Information - Aïn El Aouda,AMANYS PHARMA,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,"Poste Nous sommes à la recherche d'un Ingénieur Système d’Information. Basé(e) à Ain El Aouda dans la région de Rabat et rattaché(e) au Responsable Système d’Information, vous aurez la responsabilité : Volet systèmes et Applications Administration des ERP (SAP) Administration des bases de données Développement des besoins des utilisateurs(BI,requêtes SQL, états Crystal report …) Administration des différents éléments de sécurité du SI (firewall, mécanismes d’authentification et de sécurisation, VPN, …) ; Administration réseau LAN et WAN (Protocoles de communication, Câblage, Routage, VLAN, VOIP…) Élaboration des architectures réseaux pour le SI Gestion de la sauvegarde, l’archivage et la restauration des données Gestion du parc informatique Résolution des problèmes et des pannes techniques Gestion des comptes et supervision des droits d'accès en fonction des habilitations des utilisateurs Volet projets Gestion des projets de déploiement du SI métier (ERP, GMAO, Workflow…) Recueil des besoins et écriture de cahier des charges Gestion de la réalisation avec les prestataires Volet général Mise à jour et alimentation des données des tableaux de bord (KPI) pour suivre la performance de l’activité IT Rédaction de la documentation, procédures et organisation des formations Veille technologique",BI - CISCO - CRYSTAL REPORT - DHCP - DNS - GLPI - GPO - HYPER V - LDAP - MDT - MICROSOFT - NAS - RDS - SAP - SQL - VLAN - VMWARE - VOIP - VPN - WAN,https://www.emploi.ma/offre-emploi-maroc/ingenieur-systeme-information-ain-el-aouda-9331580,2026-04-17,2026-04-19T22:49:36.135734
emploi_ma,Animateur Commercial Assurance - Casablanca,CRIT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Débutant < 2 ans et plus,Bac+3,< 4 000 DH,"Nous sommes à la recherche d'un Animateur Commercial Assurance. Missions : Animer et développer un réseau d’intermédiaires (agents, courtiers, partenaires) Promouvoir les produits d’assurance Former et accompagner les partenaires sur les offres et techniques de vente Suivre les performances commerciales et les objectifs Mettre en place des actions pour développer le portefeuille Assurer le reporting et remonter les informations terrain",Animation Commerciale - Négociation - Techniques de Vente - Vente,https://www.emploi.ma/offre-emploi-maroc/animateur-commercial-assurance-casablanca-9331573,2026-04-17,2026-04-19T22:49:45.123603
emploi_ma,Magasinier - Nouaceur,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Débutant < 2 ans et plus,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"Nous recherchons un Magasinier sur Nouaceur pour intégrer notre équipe. Ce poste consiste à gérer les stocks, assurer la réception et l'expédition des pièces, et maintenir l'organisation du magasin dans le secteur aéronautique. Il nécessite une attention particulière à la précision et à la conformité aux normes de sécurité. Missions : Réceptionner et vérifier les pièces et fournitures aéronautiques entrantes. Organiser et maintenir l'inventaire du magasin conformément aux procédures en vigueur. Préparer les commandes pour expédition en respectant les délais impartis. Assurer la conformité des pièces avec les normes de sécurité et de qualité. Gérer l'archivage et la documentation liée à la gestion des stocks.",Aéronautique - Maintenance - Production - Qualité,https://www.emploi.ma/offre-emploi-maroc/magasinier-nouaceur-9331537,2026-04-17,2026-04-19T22:49:53.810096
emploi_ma,Poseur  - Casablanca et Région,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",4 000 - 5 000 DH,"Nous recherchons un Poseur pour rejoindre notre équipe. Ce poste implique l'installation et la mise en place de cuisines encastrables, en assurant la qualité et la conformité des travaux réalisés, dans un environnement professionnel dynamique. Missions : Installer et ajuster les cuisines encastrables selon les plans et spécifications techniques. Vérifier la conformité des installations avec les normes de qualité et de sécurité. Assurer la finition et le réglage précis des éléments installés. Interagir avec les clients pour garantir leur satisfaction et répondre à leurs questions. Respecter les délais et les consignes de sécurité sur le chantier.",BTP,https://www.emploi.ma/offre-emploi-maroc/poseur-casablanca-region-9331524,2026-04-17,2026-04-19T22:50:02.838589
emploi_ma,Acheteur Transactionnel Hub - Casablanca,CRIT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Débutant < 2 ans,Bac+3,8 000 - 10 000 DH,Nous sommes à la recherche d'un Acheteur Transactionnel Hub. Missions : Traitement des demandes d’achat (DA) Passation et suivi des commandes fournisseurs Vérification des dossiers achats Gestion des priorités et urgences Suivi des relations fournisseurs Utilisation de l’ERP Traitement des litiges,Achats - Gestion des Achats,https://www.emploi.ma/offre-emploi-maroc/acheteur-transactionnel-hub-casablanca-9331513,2026-04-17,2026-04-19T22:50:11.869920
emploi_ma,Responsable Commercial (e) - Casablanca,BUDGET LOCASOM,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Bac+4 & Bac+5 et plus,N/A,"Dans le cadre du renforcement de l’équipe commerciale, nous recrutons un(e) Responsable Commercial(e) chargé(e) de développer le chiffre d’affaires de l’entreprise en appliquant la politique commerciale définie. Missions Principales : Développement du Chiffre d'Affaires : Assurer la croissance du chiffre d'affaires en appliquant la stratégie commerciale de l'entreprise. Mettre en place des actions commerciales efficaces pour atteindre les objectifs de vente. Gestion du Portefeuille Client : Gérer, développer, et consolider le portefeuille client existant. Identifier de nouvelles opportunités et prospecter activement de nouveaux clients. Gestion des Appels d'Offres : Préparer et soumettre des offres compétitives en réponse aux appels d'offres. Coordonner avec les différents départements pour assurer des propositions alignées sur les besoins des clients et les capacités de l'entreprise. Communication & Reporting : Assurer une communication régulière et efficace avec la direction sur l'évolution des activités commerciales. Produire des rapports détaillés sur la performance commerciale, les tendances du marché, et les prévisions de ventes.",Actions Commerciales - Négociation - Stratégie Commerciale - Vente,https://www.emploi.ma/offre-emploi-maroc/responsable-commercial-e-casablanca-9331361,2026-04-17,2026-04-19T22:50:21.435414
emploi_ma,Assistante de Direction - Casablanca,PROFILS RECRUTEMENT,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",N/A,"Nous recrutons pour notre client, Société opérant dans la vente, l'installation et le service après-vente de matériels et dispositifs médicaux hospitaliers, dans le cadre de son développement une Assistante de Direction expérimentée.",Assistanat - Secrétariat,https://www.emploi.ma/offre-emploi-maroc/assistante-direction-casablanca-9331017,2026-04-17,2026-04-19T22:50:31.721208
emploi_ma,Coursier - Casablanca,PROFILS RECRUTEMENT,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"Nous recrutons pour notre client, Société opérant dans la vente, l'installation et le service après-vente de matériels et dispositifs médicaux hospitaliers, dans le cadre de son développement, un Coursier , poste basé à Casablanca - vous auriez comme mission: collecter les commandes emballés et pointage des produits avec le magasinier; veiller sur les marchandises au moment du chargement et au cours de la livraison; assurer tous les déplacements ponctuels: Achat divers, dépôt de courriers, distribution de factures auprès des clients... assurer toute mission d'aide à l'équipe commerciale, technique et administrative; veiller à l'entretien du moyen de transport à disposition.",Assistanat - Secrétariat,https://www.emploi.ma/offre-emploi-maroc/coursier-casablanca-9331002,2026-04-17,2026-04-19T22:50:40.372621
emploi_ma,Product Manager (H/F) - Casablanca Sidi Maarouf,DEKRA SERVICES,Casablanca-Mohammedia,CDD,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",N/A,"Notre client, opérateur international dans le domaine des télécommunications et leader mondial de son secteur, cherche dans le cadre du développement de ses activités, un(e) Product Manager expérimenté(e) en CDD pour rejoindre l’équipe commerciale Network Solution à Casablanca. Vous jouerez un rôle clé en tant que consultant(e) technique auprès de nos clients sur les domaines Accès & IP, en accompagnant les projets de la conception jusqu'à la livraison. Vos missions principales : Assurer un rôle de consultant(e) technique auprès des clients dans les domaines Accès & Réseau IP (FTTx, xDSL, Cuivre, ODN, Routage, Switching). Préparer les dossiers d'appel d'offres et les propositions techniques pour les projets de déploiement réseau. Participer à la conception réseau, au dimensionnement des équipements, à l'établissement de devis et à la rédaction de propositions commerciales. Présenter les solutions techniques aux clients et accompagner les négociations contractuelles. Développer et entretenir les relations clients pour soutenir les objectifs commerciaux. Garantir un haut niveau de satisfaction client et la qualité de livraison des projets.",Appel d'Offres - Devis - Vente,https://www.emploi.ma/offre-emploi-maroc/product-manager-hf-casablanca-sidi-maarouf-9330965,2026-04-17,2026-04-19T22:50:48.358655
emploi_ma,Spécialiste Assurance Qualité - Docteur en Pharmacie  - Berrechid,ATLAS PHARM,Casablanca-Mohammedia & Settat,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,"Nous sommes à la recherche d'un Spécialiste Assurance Qualité - Docteur en Pharmacie. Missions : Mise en couvre et maintien de la politique qualité du site selon les standards du groupe. Assurer la compliance des précédés en conformité avec les BPF. Assurer la qualification des fournisseurs des composants pharmaceutiques. Gérer les déviations qualité, investigation, Change contrôle et plan d'action. Assurer un suivi des plans CAPA issues des audits internes, inspections et audits clients. Mettre en place une politique de formation selon les exigences BPF. Mise en couvre et maintien de la politique qualité du site selon les standards du groupe. Assurer la compliance des précédés en conformité avec les BPF. Assurer la qualification des fournisseurs des composants pharmaceutiques. Gérer les déviations qualité, investigation, Change contrôle et plan d'action. Assurer un suivi des plans CAPA issues des audits internes, inspections et audits clients. Mettre en place une politique de formation selon les exigences BPF.",BPF - Maintenance - Production - Qualité,https://www.emploi.ma/offre-emploi-maroc/specialiste-assurance-qualite-docteur-pharmacie-berrechid-8749258,2026-04-17,2026-04-19T22:50:56.243866
emploi_ma,Analyste Production - Berrechid,ATLAS PHARM,Settat,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,Nous sommes à la recherche d'un Analyste Production. Missions : Évaluer les flux de production actuels et proposer les améliorations visant à optimiser l’utilisation des ressources Management basé sur les KPI et l'amélioration continue Expérience en production pharmaceutique Analyse leadership communication et Travail d'équipe,Leadership - Management - MICROSOFT - SAP,https://www.emploi.ma/offre-emploi-maroc/analyste-production-berrechid-9004810,2026-04-17,2026-04-19T22:51:05.611014
emploi_ma,Pharmacien Assistant Chargée Affaires Réglementaires  - Berrechid,ATLAS PHARM,Settat,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,Nous sommes à la recherche d'un Pharmacien Assistant Chargée Affaires Réglementaires.,Industrie Pharmaceutique,https://www.emploi.ma/offre-emploi-maroc/pharmacien-assistant-chargee-affaires-reglementaires-berrechid-9005951,2026-04-17,2026-04-19T22:51:15.910750
emploi_ma,Responsable Logistique - Casablanca,PROFILS RECRUTEMENT,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+4 & Bac+5 et plus,N/A,"Nous recrutons pour notre client, Société basée à Casablanca, opérant dans la vente, l'installation et le service après-vente de matériels et dispositifs médicaux hospitaliers, dans le cadre de son développement u n Responsable Logistique. Ce poste implique la gestion efficace de la chaîne logistique, la coordination des opérations de transport et la supervision des processus logistiques pour assurer la satisfaction des exigences de notre secteur. Missions : Planifier et organiser les activités logistiques en conformité avec les normes du secteur médical. Coordonner la gestion des stocks et assurer la disponibilité des équipements médicaux dans les délais impartis. Superviser la gestion des transports et optimiser les itinéraires pour réduire les coûts et améliorer la rapidité de livraison. Assurer la conformité réglementaire et la qualité des opérations logistiques. Collaborer avec les équipes internes et les partenaires externes pour garantir une logistique fluide et efficace.",Activités Logistiques - Flux Logistiques - Gestion des Stocks - Opérations de Transport - Opérations Logistiques - Stocks - Transport,https://www.emploi.ma/offre-emploi-maroc/responsable-logistique-casablanca-9330890,2026-04-17,2026-04-19T22:51:25.197191
emploi_ma,Technicien Maintenance _ Traitement des Eaux - Ain Aouda,AMANYS PHARMA,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+2 & Bac+3,N/A,Nous sommes à la recherche d'un Technicien Maintenance _ Traitement des Eaux. Missions : Garantir le bon fonctionnement des systèmes d’eau pharmaceutiques Réaliser les contrôles qualité et assurer la traçabilité des données Appliquer les normes cGMP et les procédures internes Participer aux interventions techniques et aux projets d’amélioration continue,Amélioration Continue - Maintenance - Maintenance Industrielle - Procédés - Production - Qualité,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-traitement-eaux-ain-aouda-9226701,2026-04-17,2026-04-19T22:51:34.081322
emploi_ma,Pharmacien(ne) - Ain Aouda,AMANYS PHARMA,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans,"Bac+3, Bac+4 & Bac+5 et plus",N/A,"Nous sommes à la recherche d'un(e) Pharmacien(ne). Missions : Soutenir et coordonner les activités de qualification et de validation (IQ/OQ/PQ) des équipements, utilités, installations et procédés. Participer à la préparation, la révision et la gestion du Plan Directeur de Validation (VMP) et du Site Master File (SMF) . Réaliser des tournées GMP (GMP walk-throughs) et contribuer à la revue documentaire (BMR, logbooks, déviations, CAPA, change controls). Participer aux audits internes et audits fournisseurs ; assurer le suivi des dossiers d’audit et des CAPA associées. Rédiger, maintenir et mettre à jour les documents AQ : SOP, protocoles et rapports de validation, tableaux de suivi de conformité. Soutenir la coordination des formations GMP, la gestion des enregistrements de formation et l’intégration des nouveaux employés.",Microbiologie - Santé,https://www.emploi.ma/offre-emploi-maroc/pharmacienne-ain-aouda-9224923,2026-04-17,2026-04-19T22:51:42.400688
emploi_ma,Conseillère Showroom - Marrakech,COLORADO,Marrakech-Safi,CDI,Secteur d´activité,"Etudiant, jeune diplômé et plus","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"Nous recrutons en urgence pour le compte de notre société une Conseillère Showroom à Marrakech. Missions : Accueillir et informer les clients sur nos produits, Analyser les besoins clients, Conseiller efficacement sur les produits,",Communication - Marketing - Vente,https://www.emploi.ma/offre-emploi-maroc/conseillere-showroom-marrakech-9330548,2026-04-17,2026-04-19T22:51:51.494362
emploi_ma,Acheteur Industriel - Casablanca,SDK WOOD,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,N/A,"Dans le cadre du renforcement de nos équipes, nous recrutons un Acheteur Industriel chargé de piloter les achats techniques et d’assurer la continuité des opérations. Vos missions principales : Gérer les achats liés à l’exploitation : pièces de rechange (PDR), consommables, équipements et fournitures techniques Assurer les achats liés à la maintenance : pneus, réparations des camions, prestations techniques… Identifier, sélectionner et négocier avec les fournisseurs Suivre les commandes et garantir le respect des délais et des coûts Optimiser les dépenses et proposer des axes d’amélioration Assurer une bonne coordination avec les équipes logistiques et techniques Mettre en place un suivi des fournisseurs (qualité, délai, coût)",Achats - Négociation - Suivi des Fournisseurs,https://www.emploi.ma/offre-emploi-maroc/acheteur-industriel-casablanca-9329781,2026-04-17,2026-04-19T22:52:00.556467
emploi_ma,Responsable Ressources Humaines H/F - Mohammedia,TECTRA,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans,Bac+5 et plus,10 000 - 12 000 DH,"Tectra recrute un(e) Responsable Ressources Humaines H/F pour un laboratoire de renommé sur Mohammedia. Vous aurez pour missions : Piloter et structurer le département RH sur les volets stratégique et opérationnel Gérer le processus de recrutement de A à Z (définition des besoins, sourcing, entretiens, sélection) Mettre en place et suivre le système d’évaluation de la performance Développer les parcours professionnels (plans de carrière, formation) Assurer l’administration du personnel (contrats, paie, congés, dossiers RH, mise à jour des données) Veiller au respect de la législation sociale et gérer les relations sociales (conflits, négociations, représentants du personnel) Produire des reportings RH réguliers et analyser les indicateurs de performance Assurer le rôle de référent RH auprès des équipes et de la direction - Contrat : CDI+avantages sociaux - Rémunération : attractive selon le profil",Administration du Personnel - Fonction RH - Formation - Processus de Recrutement - Recrutement,https://www.emploi.ma/offre-emploi-maroc/responsable-ressources-humaines-hf-mohammedia-9329752,2026-04-17,2026-04-19T22:52:08.915724
emploi_ma,Technicien de Maintenance - Tout le Maroc,SALAM GAZ,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",N/A,"Notre entreprise, leader dans l'industrie de l'emplissage et du conditionnement en bouteille, recherche activement un Technicien en Maintenance Polyvalent pour renforcer notre équipe dédiée à maintenir nos équipements de production performants.",Hydraulique - Hydraulique Pneumatique - Industrie - Maintenance - Mécanique Hydraulique - Pneumatique - Production - Qualité,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-larache-8724987,2026-04-17,2026-04-19T22:52:27.849215
emploi_ma,Gestionnaire Sinistres – Assurance Automobile - Rabat,YEET ASSURANCES,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Salaire net à partir de 6.000 dhs selon profil + primes de performance .,"YEET Assurances, spécialiste français de l’assurance pour chauffeurs VTC et flottes professionnelles, recherche, dans le cadre de son fort développement, des Gestionnaires Francophones pour son service de gestion des sinistres automobiles, basé à Rabat. Vos missions : Ouvrir, suivre et mettre à jour les dossiers clients et sinistres via nos outils Vérifier la validité des garanties , la conformité des pièces et la complétude des dossiers. Échanger avec les assurés, experts, garages et compagnies partenaires, notamment par téléphone, Suivre les étapes clés : déclaration, expertise, règlement, recours et clôture . Assurer la traçabilité de chaque action dans notre outil de gestion. Contribuer à la qualité de service et à la satisfaction client.",Assurance - Comptabilité - CRM - Gestion - Règlement - Vente,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-sinistres-assurance-automobile-rabat-9226030,2026-04-17,2026-04-19T22:52:35.943192
emploi_ma,Responsable Études et Offres - Rabat,N/A,Rabat-Salé-Kénitra,CDI,"Expérience minimum de 5 ans en bureau d’études, département achats ou études de prix dans le secteur du bâtiment",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,N/A,"Dans le cadre du développement de notre division bâtiment, nous recrutons un(e) Responsable Études et Offres chargé(e) de la préparation des offres et du suivi des contrats après leur attribution. Missions principales : Préparer et élaborer les offres techniques et financières pour les projets de bâtiment Analyser les dossiers d’appels d’offres et définir les meilleures stratégies de réponse Consulter, négocier et sélectionner les fournisseurs et sous-traitants Établir les estimations budgétaires et optimiser les coûts Assurer le suivi des marchés une fois attribués, en coordination avec les équipes travaux Participer à la mise en place et au suivi des contrats fournisseurs et sous-traitants Veiller à la conformité technique, financière et contractuelle des projets",N/A,https://www.emploi.ma/offre-emploi-maroc/responsable-etudes-offres-rabat-9253079,2026-04-17,2026-04-19T22:52:45.756540
